Transmission,BodyType,Cyl,Litre,Kms,Economy,Make,Model,Badge,Colour,Year,Price,Fuel,Location,Cat,SellerId
Automatic,SUV,4,2.5,99300,9.6,Subaru,Forester,X,Silver,2009,15490,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-18415
Automatic,SUV,4,2.5,151052,9.7,Subaru,Forester,X,Premium Silver,2006,7900,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3237970
Automatic,SUV,4,2.5,136650,9.7,Subaru,Forester,X,Pure White,2006,10850,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2961554
Automatic,SUV,4,2.5,22879,8.1,Subaru,Forester,2.5i-L,Crystal Black Silica,2014,28900,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2874474
Manual,SUV,4,2,196000,6,Subaru,Forester,2.0D Premium,Blue,2011,17999,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-2033269
Manual,SUV,4,2.5,271200,9.5,Subaru,Forester,XS,Pure White,2002,4250,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2512193
Automatic,SUV,4,2.5,135000,9.5,Subaru,Forester,XS,Core Red,2004,9900,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2064379
Manual,SUV,4,2.5,153013,9.6,Subaru,Forester,X,Red,2008,10990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-50193
Automatic,SUV,4,2.5,168150,11,Subaru,Forester,XT Luxury,Graphite Black,2003,10000,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-3290582
Manual,SUV,4,2,193600,,Subaru,Forester,GT,Red Mica,2001,7000,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-441029
Automatic,SUV,4,2.5,114700,9.5,Subaru,Forester,X,Blue,2002,7499,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-52910
Automatic,SUV,4,2.5,191000,11,Subaru,Forester,XT,Maroon/Burgundy,2004,6900,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3017080
Manual,SUV,4,2.5,237000,9.5,Subaru,Forester,X,Regal Blue,2003,6000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3264554
Manual,SUV,4,2.5,91000,9.3,Subaru,Forester,XS,Dark Grey,2010,13900,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3310280
Manual,SUV,4,2.5,164877,10.5,Subaru,Forester,XT Premium,Obsidian Black Pearl,2010,16999,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-1753710
Automatic,SUV,4,2.5,55199,9.3,Subaru,Forester,X,Silver,2012,23990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17117
Manual,SUV,4,2.5,66152,9.3,Subaru,Forester,XS,Spark Silver,2011,23000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-189
Automatic,SUV,4,2.5,127388,9.7,Subaru,Forester,XS Luxury,Premium Silver,2006,12799,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3316190
Manual,SUV,4,2.5,221207,9.6,Subaru,Forester,X,Silver,2006,7990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-16900
Manual,SUV,4,2.5,117000,9.3,Subaru,Forester,X,Satin White Pearl,2010,15000,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3254970
Automatic,SUV,4,2.5,88841,10.5,Subaru,Forester,XT Premium,Obsidian Black Pearl,2011,24500,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-934896
Manual,SUV,4,2.5,169283,9.6,Subaru,Forester,X Columbia,Steel Silver,2008,8999,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2367973
Automatic,SUV,4,2.5,225522,9.5,Subaru,Forester,X,Pure White,2003,4990,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-858724
Manual,SUV,4,2.5,72464,10.5,Subaru,Forester,XT Premium,Spark Silver,2010,24750,Petrol - Premium ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3320549
Automatic,SUV,4,2.5,136000,10.5,Subaru,Forester,XT,Spark Silver,2009,15400,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-1148325
Automatic,SUV,4,2.5,83000,9.6,Subaru,Forester,XS,Dark Grey,2010,17800,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3184654
Automatic,SUV,4,2.5,177427,9.7,Subaru,Forester,XS Luxury,Crystal Grey,2006,7800,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3165237
Manual,SUV,4,2,89200,6,Subaru,Forester,2.0D,Black,2011,20900,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-3121603
Automatic,SUV,4,2.5,106000,11.1,Subaru,Forester,XT Luxury,Silver,2006,14500,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-780576
Automatic,SUV,4,2,4,6.3,Subaru,Forester,2.0D-L,White,2016,38968,Diesel,VICTORIA,BNCIS,AGC-SELLER-29481
Manual,SUV,4,2.5,215000,11.2,Subaru,Forester,XT Luxury,Premium Silver,2004,9500,Petrol - Premium ULP,TASMANIA,Private,SSE-SELLER-3225674
Manual,SUV,4,2.5,157000,11.4,Subaru,Forester,XT,Obsidian Black Pearl,2008,13000,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-1945099
Manual,SUV,4,2.5,201953,11.2,Subaru,Forester,XT,Premium Silver,2004,6990,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3285137
Manual,SUV,4,2.5,137000,9.3,Subaru,Forester,X,Steel Silver,2009,11900,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3267072
Manual,SUV,4,2,244354,,Subaru,Forester,GX,Aspen White,1998,2750,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3085221
Automatic,SUV,4,2.5,110000,10.5,Subaru,Forester,XT Premium,Obsidian Black Pearl,2008,17900,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3122166
Automatic,SUV,4,2.5,150607,9.7,Subaru,Forester,X,Pure White,2006,9400,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3228938
Automatic,SUV,4,2.5,39000,9.3,Subaru,Forester,X,Satin White Pearl,2012,20000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3326281
Automatic,SUV,4,2,4,6.4,Subaru,Forester,2.0D-S,Grey,2016,44990,Diesel,VICTORIA,BNCIS,AGC-SELLER-29481
Automatic,SUV,4,2.5,102000,9.3,Subaru,Forester,XS Premium,Grey,2011,20000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3312981
Automatic,SUV,4,2.5,163494,9.6,Subaru,Forester,X,Newport Blue,2009,12300,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3294876
Automatic,SUV,4,2.5,161000,8.8,Subaru,Forester,X,Premium Silver,2005,7800,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2794901
Automatic,SUV,4,2.5,13000,10.5,Subaru,Forester,XT Premium,Obsidian Black Pearl,2012,36990,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-2611415
Automatic,SUV,4,2.5,188000,9.7,Subaru,Forester,X,Premium Silver,2005,8300,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3237656
Automatic,SUV,4,2.5,115000,9.6,Subaru,Forester,X,Satin White Pearl,2008,13000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3281941
Automatic,SUV,4,2.5,141500,8.8,Subaru,Forester,X,Core Red,2005,8200,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3197193
Manual,SUV,4,2,140000,6.4,Subaru,Forester,2.0D,Obsidian Black Pearl,2010,17000,Diesel,WESTERN AUSTRALIA,Private,SSE-SELLER-2726496
Automatic,SUV,4,2.5,164250,11,Subaru,Forester,XT,Blue,2004,8500,Petrol - Premium ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3324425
Automatic,SUV,4,2.5,41200,8.1,Subaru,Forester,2.5i-S,Ice Silver,2013,30500,Petrol - Unleaded ULP,TASMANIA,Private,SSE-SELLER-2670781
Manual,SUV,4,2.5,240000,8.7,Subaru,Forester,X,Premium White,2004,6500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3300295
Automatic,SUV,4,2.5,144000,10.5,Subaru,Forester,XT Premium,Dark Grey,2008,17900,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3288820
Manual,SUV,4,2,285795,,Subaru,Forester,Limited,Silver,1998,4999,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-16118
Automatic,SUV,4,2,45000,8.5,Subaru,Forester,XT Premium,Dark Grey,2013,34500,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-3028394
Manual,SUV,4,2,245500,,Subaru,Forester,GX,Aspen White,1998,2800,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-630087
Automatic,SUV,4,2.5,55500,9.6,Subaru,Forester,X Luxury,White,2010,21500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2173366
Automatic,SUV,4,2.5,103458,10.5,Subaru,Forester,XT Premium,Silver,2010,23800,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-2317438
Automatic,SUV,4,2.5,247500,9.5,Subaru,Forester,XS,Deep Blue,2002,4450,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-3250415
Automatic,SUV,4,2.5,84949,9.3,Subaru,Forester,X,Satin White Pearl,2011,18500,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3145745
Manual,SUV,4,2,245900,,Subaru,Forester,GX,Light Silver,1997,3995,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1512963
Automatic,SUV,4,2.5,199820,8.8,Subaru,Forester,X,Premium Silver,2005,7000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3311688
Manual,SUV,4,2,37500,5.9,Subaru,Forester,2.0D-S,Satin White Pearl,2014,37499,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-2890679
Manual,SUV,4,2.5,155903,11.2,Subaru,Forester,XT Luxury,Premium White,2003,10400,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3257026
Manual,SUV,4,2.5,140360,9.3,Subaru,Forester,XS,Satin White Pearl,2010,15550,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3277175
Manual,SUV,4,2,345618,,Subaru,Forester,Limited,White,1998,3990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-49439
Manual,SUV,4,2,257682,,Subaru,Forester,GX,Green,2001,2800,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1819337
Automatic,SUV,4,2.5,167600,9.6,Subaru,Forester,XS,Satin White Pearl,2008,11990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-2409381
Automatic,SUV,4,2.5,165570,9.7,Subaru,Forester,XS,Silver,2006,9990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-15020
Manual,SUV,4,2.5,109500,9.3,Subaru,Forester,XS Premium,Dark Grey,2009,16900,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3118515
Manual,SUV,4,2.5,200400,10.5,Subaru,Forester,XT,Satin White Pearl,2008,10500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-1958119
Manual,SUV,4,2.5,240000,9.6,Subaru,Forester,X,Dark Grey,2008,7000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3253162
Manual,SUV,4,2,135000,5.9,Subaru,Forester,2.0D,Satin White Pearl,2013,20000,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-3237778
Automatic,SUV,4,2.5,4255,8.1,Subaru,Forester,2.5i-L,Silver,2015,33490,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15820
Manual,SUV,4,2.5,106166,9.3,Subaru,Forester,XS,Grey,2009,16502,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-18427
Automatic,SUV,4,2.5,153000,9.7,Subaru,Forester,X,Premium Silver,2006,9500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3270469
Automatic,SUV,4,2,18129,8.5,Subaru,Forester,XT Premium,Black,2015,44888,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Manual,SUV,4,2,0,7.2,Subaru,Forester,2.0i-L,Silver,2015,34214,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-18570
Automatic,SUV,4,2,5840,6.4,Subaru,Forester,2.0D-S,Silver,2015,40990,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-17448
Automatic,SUV,4,2,0,6.4,Subaru,Forester,2.0D-S,White,2016,,Diesel,VICTORIA,BNCIS,AGC-SELLER-17753
Manual,SUV,4,2,0,5.9,Subaru,Forester,2.0D-L,White,2016,37490,Diesel,NEW SOUTH WALES,BNCIS,AGC-SELLER-50292
Manual,SUV,4,2,71000,5.9,Subaru,Forester,2.0D,Jasmine Green,2014,27500,Diesel,WESTERN AUSTRALIA,Private,SSE-SELLER-3186773
Automatic,SUV,4,2.5,73000,9.3,Subaru,Forester,X,Steel Silver,2011,17500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3277383
Manual,SUV,4,2.5,88000,9.3,Subaru,Forester,X,Spark Silver,2009,16000,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-2403870
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Black,2016,43240,Petrol - Unleaded ULP,VICTORIA,BNCIS,AGC-SELLER-17753
Automatic,SUV,4,2,1563,6.4,Subaru,Forester,2.0D-S,Black,2016,42888,Diesel,SOUTH AUSTRALIA,Demo,AGC-SELLER-12320
Automatic,SUV,4,2.5,172500,9.6,Subaru,Forester,XS,Obsidian Black Pearl,2010,13499,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-817847
Manual,SUV,4,2.5,157000,9.3,Subaru,Forester,X,Silver,2011,13000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3282760
Manual,SUV,4,2,260000,,Subaru,Forester,GX,Light Silver,1998,2500,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3291362
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Red,2016,,Petrol - Unleaded ULP,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-12320
Automatic,SUV,4,2.5,3121,8.1,Subaru,Forester,2.5i-L,Silver,2015,34888,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-15511
Automatic,SUV,4,2.5,75518,8.1,Subaru,Forester,2.5i,White,2013,26990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-18162
Automatic,SUV,4,2.5,43475,9.3,Subaru,Forester,X,White,2012,25980,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-10813
Automatic,SUV,4,2.5,10096,8.1,Subaru,Forester,2.5i-L,White,2015,36984,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-10366
Manual,SUV,4,2.5,180995,9.5,Subaru,Forester,X,Deep Blue,2002,1895,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2223860
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-S,Green,2016,44000,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-10988
Automatic,SUV,4,2.5,76792,8.1,Subaru,Forester,2.5i-S,White,2013,34920,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15368
Automatic,SUV,4,2.5,39040,9.3,Subaru,Forester,XS,Dark Grey,2012,24500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-626015
Manual,SUV,4,2.5,185000,11.4,Subaru,Forester,XT,Grey,2006,12000,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-2294778
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Silver,2016,43240,Petrol - Unleaded ULP,VICTORIA,BNCIS,AGC-SELLER-17753
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-S,White,2015,40990,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-15856
Automatic,SUV,4,2,41500,8.5,Subaru,Forester,XT Premium,Ice Silver,2014,37500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3195565
Automatic,SUV,4,2.5,6962,8.1,Subaru,Forester,2.5i-S,Grey,2015,39888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Manual,SUV,4,2.5,229304,9.6,Subaru,Forester,X,Blue,2007,10888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15971
Automatic,SUV,4,2.5,132000,9.7,Subaru,Forester,X,Green,2006,9900,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3224486
Manual,SUV,4,2,270000,,Subaru,Forester,GX,Light Silver,1999,2950,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-146053
Manual,SUV,4,2,298372,,Subaru,Forester,GX,Aspen White,1999,2800,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3280332
Automatic,SUV,4,2,0,8.5,Subaru,Forester,XT Premium,Grey,2016,51888,Petrol - Premium ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-9592
Manual,SUV,4,2,157297,6,Subaru,Forester,2.0D Premium,Blue,2011,18990,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-15856
Automatic,SUV,4,2.5,72000,9.5,Subaru,Forester,X,White,2004,10500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3176247
Manual,SUV,4,2.5,177000,11.4,Subaru,Forester,XT,Newport Blue,2007,8250,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-2959264
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Blue,2016,40990,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-29824
Automatic,SUV,4,2.5,28078,8.1,Subaru,Forester,2.5i-L,White,2014,29990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-10873
Automatic,SUV,4,2.5,138268,10.5,Subaru,Forester,XT,Silver,2009,18750,Petrol - Premium ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-2680416
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Black,2016,36940,Petrol - Unleaded ULP,VICTORIA,BNCIS,AGC-SELLER-9454
Manual,SUV,4,2,47246,5.9,Subaru,Forester,2.0D,Silver,2013,27990,Diesel,WESTERN AUSTRALIA,Used,AGC-SELLER-16595
Manual,SUV,4,2,47246,5.9,Subaru,Forester,2.0D,Silver,2013,27990,Diesel,WESTERN AUSTRALIA,Used,AGC-SELLER-16595
Manual,SUV,4,2.5,132731,8.7,Subaru,Forester,XS,White,2005,9500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3320124
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Red,2016,33990,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-29824
Manual,SUV,4,2.5,105000,9.3,Subaru,Forester,X Luxury Edition,Satin White Pearl,2012,18500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3263469
Manual,SUV,4,2.5,137402,8.7,Subaru,Forester,XS,Gold,2005,11990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-11464
Manual,SUV,4,2,333400,,Subaru,Forester,Limited,Light Silver,2000,3000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3162104
Manual,SUV,4,2,285000,,Subaru,Forester,Limited,Maroon/Burgundy,1998,3000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3240750
Automatic,SUV,4,2.5,63944,8.1,Subaru,Forester,2.5i,Silver,2013,26990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-49758
Automatic,SUV,4,2.5,94383,9.3,Subaru,Forester,X,White,2011,19990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-12014
Manual,SUV,4,2,405000,,Subaru,Forester,Limited,Canyon Red,1999,700,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2131572
Automatic,SUV,4,2.5,10244,8.1,Subaru,Forester,2.5i-L Special Edition,Grey,2015,35888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Blue,2016,33888,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-15820
Automatic,SUV,4,2.5,113860,8.1,Subaru,Forester,2.5i,White,2014,22880,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-1866
Automatic,SUV,4,2.5,200000,9.7,Subaru,Forester,XS Luxury,Newport Blue,2007,9995,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2623800
Automatic,SUV,4,2.5,23000,8.1,Subaru,Forester,2.5i,Ice Silver,2014,27500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2357208
Automatic,SUV,4,2.5,68932,9.3,Subaru,Forester,X Luxury Edition,Grey,2012,23654,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-17462
Automatic,SUV,4,2.5,50241,9.7,Subaru,Forester,X Columbia,Blue,2007,12990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-7936
Automatic,SUV,4,2,2718,8.5,Subaru,Forester,XT Premium,Silver,2015,49990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-9452
Manual,SUV,4,2,0,7.2,Subaru,Forester,2.0i-L,Silver,2016,33660,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-15108
Automatic,SUV,4,2.5,86870,9.6,Subaru,Forester,X Columbia,White,2010,19990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-14640
Manual,SUV,4,2,348000,,Subaru,Forester,Limited,Blue,1999,1800,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3252405
Automatic,SUV,4,2,6,8.5,Subaru,Forester,XT Premium,Grey,2016,,Petrol - Premium ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2,8,8.5,Subaru,Forester,XT Premium,White,2016,52545,Petrol - Premium ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2.5,101000,10.5,Subaru,Forester,XT,Newport Blue Pearl,2010,18000,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-2933958
Manual,SUV,4,2.5,132000,11.4,Subaru,Forester,XT Luxury,Premium Silver,2006,9900,Petrol - Premium ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-617831
Manual,SUV,4,2,237718,,Subaru,Forester,GT,Silver,1999,7990,Petrol - Premium ULP,TASMANIA,Used,AGC-SELLER-15881
Manual,SUV,4,2.5,274690,9.5,Subaru,Forester,XS,Grey,2002,5995,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-1861513
Automatic,SUV,4,2.5,145000,9.7,Subaru,Forester,X,Pure White,2007,15000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2366074
Manual,SUV,4,2.5,118000,9.3,Subaru,Forester,X,Satin White Pearl,2008,12950,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1737569
Automatic,SUV,4,2.5,147340,9.5,Subaru,Forester,XS,Blue,2002,5500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1176542
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,White,2015,,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-51231
Automatic,SUV,4,2.5,47388,8.1,Subaru,Forester,2.5i,White,2013,26990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-10770
Manual,SUV,4,2,26500,7.2,Subaru,Forester,2.0i-L,Satin White Pearl,2013,24595,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2122240
Manual,SUV,4,2.5,148500,9.6,Subaru,Forester,XS,Newport Blue,2007,10000,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2594555
Automatic,SUV,4,2,181500,,Subaru,Forester,GX,Pure White,2001,4900,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3316889
Automatic,SUV,4,2,0,8.5,Subaru,Forester,XT Premium,Black,2016,52777,Petrol - Premium ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-9592
Automatic,SUV,4,2,0,8.5,Subaru,Forester,XT Premium,Grey,2016,52390,Petrol - Premium ULP,VICTORIA,BNCIS,AGC-SELLER-9454
Manual,SUV,4,2,7,5.9,Subaru,Forester,2.0D-L,Grey,2016,36986,Diesel,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-17872
Automatic,SUV,4,2.5,50564,8.1,Subaru,Forester,2.5i,Silver,2013,27990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-8498
Automatic,SUV,4,2.5,54000,9.6,Subaru,Forester,XS,Spark Silver,2010,18000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3154569
Automatic,SUV,4,2.5,83160,9.6,Subaru,Forester,X,Silver,2008,17990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-18075
Automatic,SUV,4,2.5,150200,9.7,Subaru,Forester,X,Premium Silver,2005,9150,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-375979
Manual,SUV,4,2.5,207000,9.5,Subaru,Forester,X,Pure White,2004,5890,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2487139
Manual,SUV,4,2,258200,,Subaru,Forester,Limited,Beige,2000,2999,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-3315067
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Blue,2016,,Petrol - Unleaded ULP,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-12320
Automatic,SUV,4,2,10,6.4,Subaru,Forester,2.0D-S,White,2016,43990,Diesel,NEW SOUTH WALES,Demo,AGC-SELLER-15820
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-S,Black,2016,43790,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2.5,12,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36990,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-10873
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-L,Blue,2016,34990,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-15820
Automatic,SUV,4,2.5,120321,10.5,Subaru,Forester,XT,Silver,2012,23990,Petrol - Premium ULP,TASMANIA,Used,AGC-SELLER-15881
